10000 50000
8649 7209 212
5880 8373 513
1302 7247 855
965 3774 482
8144 8621 631
3605 580 735
1379 73 556
4861 3649 572
6002 2793 886
5400 3915 829
7823 2563 389
34 8443 113
1546 6096 359
3752 7061 132
2585 1556 752
1216 5160 684
9950 6538 108
9857 7751 756
428 3752 900
2665 5503 814
6845 3325 728
8233 9710 522
4346 7608 618
4056 1359 30
7540 3944 585
3291 1511 744
2326 7812 634
1433 7669 384
540 4448 487
2439 7113 341
4604 309 18
5684 4894 727
5205 5591 334
822 9646 45
6203 7185 988
6787 6828 850
8883 5505 661
7516 3290 681
251 3829 129
3089 2620 241
7781 3575 901
5798 9258 794
3525 4463 384
8858 1636 30
8254 7839 214
5241 977 393
6442 9859 898
9103 3726 187
2135 328 367
3263 3416 338
7855 1197 913
2756 3346 522
2549 6870 336
7933 2080 324
9314 333 162
1527 1926 490
3272 8367 349
4169 3821 426
4707 5956 754
9073 9218 521
2411 7073 69
5675 6180 415
4548 8728 284
7884 6660 715
5559 5973 48
1072 3852 973
7561 7123 691
261 7643 512
6687 2349 819
3440 7773 388
6312 6535 812
381 2209 991
7795 3109 71
8430 7344 730
1145 2902 55
4192 3973 258
5516 7885 732
5206 8146 374
5069 4832 74
7239 4623 846
8627 934 381
9790 1314 941
781 9108 401
6851 7538 744
5932 5034 997
7338 9225 969
8947 4740 854
7678 6297 999
403 1366 182
1828 8604 804
1026 3582 737
406 3372 403
4698 504 862
2099 3706 751
3194 5989 784
7191 9679 8
1511 8625 99
3716 2655 396
4066 3057 113
9247 1237 68
9050 2262 650
6139 9019 373
893 3716 228
4754 2166 285
2505 1712 273
1640 5254 303
3648 6764 928
3098 480 582
8845 4545 990
5957 144 226
8025 5545 839
26 8035 857
1750 8927 925
329 3681 442
2613 2537 153
7237 4176 406
1540 4175 522
4467 7273 1
6400 6117 897
1389 8426 392
3967 2802 937
8805 9179 971
9014 928 898
2938 1256 930
5379 220 818
5884 7456 993
1641 8995 520
4162 9813 792
3514 2564 260
3763 3953 37
4154 4271 838
90 9427 16
413 4792 295
3310 7729 902
2591 9460 473
4408 1695 929
6752 3335 275
3271 3849 440
3414 7362 3
6026 1124 307
7062 1630 929
7252 1719 356
267 8483 499
6914 8144 228
4815 734 39
5640 1493 85
7568 8245 419
1194 7867 267
4633 7633 981
636 3658 456
3294 719 85
223 7970 156
6578 4589 638
4076 7854 782
5655 9020 515
3045 4659 360
2129 2226 956
900 9772 822
7166 4404 454
3498 1391 463
954 4685 182
38 4907 503
7193 7836 443
2831 8263 296
2964 270 316
7478 3314 974
6189 1795 552
3144 2694 323
4318 6211 78
3123 9709 469
5586 662 505
5119 7051 411
8973 4244 598
7416 3426 860
63 6389 481
5378 218 147
1704 6407 941
255 5902 986
8577 219 548
7654 3342 608
4474 8927 269
5978 397 672
8740 9369 267
9337 6784 692
4549 6847 432
29 8576 649
1527 279 407
4819 6885 309
804 1813 527
5704 9467 220
311 292 146
1932 6270 894
603 1361 263
9869 698 398
8912 1598 596
4343 7978 172
9991 9505 802
4750 4323 687
9058 1479 499
9936 7182 317
4156 3844 609
3653 5775 230
3547 2729 590
2809 2597 639
5206 1508 236
802 5850 214
1325 2193 70
2126 6942 392
6164 2351 222
5663 2286 755
7331 6441 599
2939 94 725
7520 3640 454
3462 2800 402
100 8005 910
4688 5158 111
7253 6482 655
9322 4960 948
2065 1123 298
2639 6785 936
393 4116 376
8343 3406 821
2068 7278 812
4873 739 611
274 7190 616
3535 1877 125
2646 5481 607
6652 4802 918
7600 3219 40
7249 5857 177
9184 2601 644
3912 944 401
8732 9363 678
9896 4235 768
7506 860 958
9473 4395 186
6598 3392 667
6556 43 820
1473 3994 390
7512 7595 598
3040 3130 199
2683 3393 494
2084 8477 856
8761 8372 442
8881 5877 301
9838 5350 47
5375 1947 438
6393 8502 833
8565 6326 178
3954 3837 772
7904 6877 254
8102 5911 646
1947 7994 122
5154 3107 493
2595 1987 370
7247 8176 719
2646 9902 17
5083 6295 870
3915 1211 195
9445 5164 383
6216 3067 611
2469 7520 522
2115 9466 867
6588 4619 325
3081 3565 663
5450 7164 838
9520 9809 92
1888 4891 386
9109 5158 596
6303 4602 111
37 7169 530
648 5990 401
3521 8104 867
739 4691 837
1064 4123 402
9726 5924 565
2916 1795 725
6007 3682 615
1744 9142 124
8691 5444 77
7153 1833 598
5034 8832 587
435 8704 42
1653 9442 84
7489 6857 207
3242 2935 130
6158 2202 277
8882 4560 310
2849 6303 452
1972 1345 247
8401 8497 79
1998 3531 910
1584 317 965
5625 1969 407
7060 9457 615
6266 9051 549
7748 5208 750
1024 4090 309
4333 6938 963
6784 5261 659
7383 3661 508
3461 2010 38
4723 9945 706
4687 5569 674
445 2629 482
9412 5246 532
4960 2993 740
9062 368 181
7722 4701 118
9037 7836 378
1695 5218 391
9202 5031 400
6591 9753 345
4296 791 265
321 7588 245
2155 6999 491
3038 8310 835
9129 7371 203
9309 1445 255
6426 481 442
5156 8527 12
7546 4081 42
1945 671 146
2641 1319 288
8906 7991 875
4150 145 225
992 3183 535
7179 8663 257
7381 7972 701
4987 749 533
6780 5904 412
3791 3449 492
2184 1746 162
6681 4386 832
1969 9643 823
1195 3793 319
7420 1136 853
8306 8314 516
6562 2046 839
2615 3384 587
5499 164 491
6910 306 291
2401 2490 388
4915 9170 774
8746 7490 416
6920 8685 560
1591 2456 48
9443 761 361
2310 3674 407
3148 6288 790
4735 1787 305
8577 8696 611
5867 1097 452
7607 2363 621
7380 1108 111
3147 4380 147
9059 5970 602
6106 1764 362
7818 426 35
5224 9925 675
2366 4659 461
6022 9587 508
3632 1806 956
83 9412 318
2056 3143 778
5166 2641 157
3312 1699 478
265 4156 593
1626 1974 18
3012 3549 943
686 5914 953
6498 1936 892
7358 1919 697
9313 2002 460
3631 4057 602
1760 5574 242
4268 5237 293
2745 5501 448
5689 3478 773
9059 6489 322
2353 3527 235
6657 6376 522
548 3733 441
2596 3046 794
4055 3028 202
5008 4787 775
8602 9054 363
3894 8150 863
9693 3838 340
7466 9248 180
8787 1600 706
2373 8257 82
4247 5156 166
8039 7752 211
3832 8158 238
6385 3166 376
4511 1767 429
7873 2012 930
6735 8056 768
5426 5521 15
605 659 967
5663 9384 223
7096 3630 730
2261 1668 481
472 1851 639
8061 8235 156
6789 2745 274
8217 617 637
499 3703 692
266 9128 565
5632 6084 223
8950 1746 958
524 8841 587
7254 7454 606
1734 7925 456
724 2337 42
9231 9125 138
9504 3694 754
4492 4192 808
1184 809 287
9748 2792 371
5322 1742 116
280 8617 309
5218 5870 762
1824 3956 38
6631 1031 726
6025 262 203
8162 6117 896
7268 609 439
75 1792 247
8362 7891 390
2732 9564 483
5199 9843 100
2859 1413 969
7972 9588 276
7361 6218 307
9087 2242 920
2641 6756 36
3536 4023 996
1326 449 139
9924 8810 29
1313 7893 593
7148 9444 787
5247 8654 551
5567 6626 138
9843 3986 356
1501 9424 949
3420 8416 56
7807 1951 78
2803 9628 527
5941 9551 688
3322 7216 933
266 4363 376
3404 9609 29
7955 1527 6
2092 7721 344
8799 9221 119
4100 8992 535
6155 3151 837
2233 5953 465
5111 8245 15
3150 1566 582
9082 1831 944
4457 1587 904
4838 9541 431
1843 1632 503
9186 431 76
2305 4530 67
191 7036 217
27 9268 521
9491 730 766
4858 3880 683
7439 2961 866
735 3770 452
3638 4959 992
4420 6801 975
2923 2339 757
6998 995 286
6416 1185 322
2633 7563 941
7505 3406 23
4270 8263 902
5305 2053 214
8170 9139 335
2621 2777 293
2964 3548 446
4938 2822 784
3695 9819 130
3332 6235 666
5 5219 228
5946 9075 633
5320 9697 247
8573 5001 652
4786 3170 790
7473 5790 918
8765 8753 466
9562 3690 287
2697 3736 458
6826 7068 44
8491 7072 614
4071 9369 688
6703 4688 384
302 3260 384
5953 4398 553
742 8222 694
4660 3338 798
2125 2900 840
8763 5596 575
5220 8774 642
4263 3616 66
4876 7686 434
916 741 474
299 1042 85
4683 3346 834
8587 4087 55
8281 8746 745
3078 7222 644
7917 2337 591
2844 7556 364
8485 8171 980
7550 9398 17
2336 313 757
1809 6964 150
7245 1646 495
7079 6584 582
1485 1216 679
9229 646 253
9872 4914 941
8815 7757 496
178 2594 18
1509 6495 768
526 8830 80
282 6990 43
3784 4235 40
4278 7665 976
5211 9149 191
1242 4730 836
4494 953 750
2786 9767 506
8633 9945 451
2651 1453 946
2418 8330 775
8849 8612 117
2244 8747 351
3635 3024 367
1610 8235 867
801 5828 596
6988 6673 549
1737 9458 667
595 8090 963
2045 740 768
9990 9509 97
3117 4710 60
3233 6953 806
3935 587 830
8653 8549 416
2519 9349 243
1115 6336 915
7015 4425 724
2681 1371 813
4644 9767 905
4411 6109 765
2507 9225 474
5567 8809 778
7372 9095 717
8553 7747 265
4320 265 965
9562 7731 300
7828 1097 76
5551 130 798
7716 4773 565
620 5535 25
5736 4393 601
9210 6311 409
2339 35 855
6055 4939 601
8319 9259 217
2635 8820 300
6935 3000 396
8362 4902 525
7512 2617 649
76 9588 535
1452 5324 928
2052 885 590
7812 3223 976
2666 5630 915
1618 300 173
7186 2935 344
485 6221 343
1233 934 597
2109 8445 565
7758 4872 153
1644 6323 828
9923 8374 712
4513 2537 286
5488 1554 267
7754 9523 567
2926 6709 501
3270 3545 73
2964 4777 6
7560 6886 451
1125 995 322
629 2638 645
5456 2561 370
7519 3425 259
9156 8912 812
6423 6666 335
341 5943 43
7193 5564 939
265 8528 716
4270 2439 953
6720 9915 947
4042 6895 936
4038 8702 496
8759 6220 920
6017 1728 184
4829 4502 201
9515 4842 143
909 2034 59
5847 2298 586
5562 6567 376
4866 9639 643
8812 32 537
1748 4069 239
3595 2827 458
2515 5196 537
3050 24 38
250 9538 231
9744 446 264
4802 6292 913
4739 8206 832
3467 3071 470
2109 8235 501
7645 6334 921
1883 6280 99
8693 5146 294
7229 8195 317
6619 4796 206
849 4540 651
3465 5693 295
8377 6784 852
6208 250 274
3677 2358 508
7529 2 193
5449 1885 473
2548 6929 618
4841 509 165
3510 7127 960
1715 4328 851
6718 7792 896
4364 2520 679
215 8728 928
1840 8756 637
1700 2637 638
7892 8085 874
6716 6984 154
686 8177 663
2850 8038 789
9809 9752 468
4012 2821 259
3907 3536 779
585 102 858
3864 1942 965
9500 3641 601
1489 7884 686
1715 4600 21
8868 5285 197
2882 4486 234
4023 4294 338
9490 8305 510
9101 8563 46
1231 9147 147
2088 9362 440
8052 8861 80
6653 6702 964
9690 4768 915
9710 9987 551
4259 2869 36
6844 6891 681
5533 2732 338
7043 1832 900
8440 3062 47
9938 5149 408
3378 9553 621
6809 2557 674
1772 2246 441
4038 8307 427
1588 2565 295
9975 5761 537
2656 1293 269
9993 4687 100
5892 3126 514
7290 9416 662
1698 2793 566
7670 9601 122
343 7725 719
7783 8114 26
1561 9702 942
1856 9676 702
1744 8683 347
8012 8675 33
2464 4567 511
9977 8208 926
8990 6257 70
3908 3926 22
5029 620 746
4748 8402 212
9125 6315 265
6066 8170 292
5120 6265 975
5466 629 649
6850 3092 567
1360 9420 127
5285 4761 383
4706 8668 309
3728 49 280
6825 1148 34
8036 272 348
5300 2689 869
8592 7808 133
6918 9625 761
3918 6475 204
1837 7834 975
7963 9471 88
345 4176 755
3005 7903 155
6285 4728 302
4318 9115 573
5017 4415 262
3885 9358 421
9017 6275 46
1130 192 520
2685 2028 705
12 6342 175
2099 6687 703
2853 6043 957
6360 2327 36
4661 2996 151
9586 8012 917
7199 8248 274
2619 3617 900
4016 4746 443
5535 3782 823
7592 3793 164
9118 5891 202
4820 5096 245
4777 1455 923
2164 2467 271
2314 2052 282
3230 5602 882
9855 4573 498
2754 8588 595
8549 475 376
6371 8066 521
534 7183 763
4088 8355 858
7332 9483 664
9254 1646 131
524 312 534
6158 3541 136
6391 9748 708
3888 8853 647
8834 7401 121
7561 123 538
81 657 73
4844 1096 779
1053 8427 261
8717 4032 258
8847 4556 569
3732 7065 462
7867 3455 561
2926 3694 413
2925 2527 166
3397 87 288
1935 168 296
359 1363 391
7137 2415 817
9749 1131 849
358 6329 756
4927 61 820
5740 4279 626
6300 3557 319
5712 6481 845
8877 9877 283
2165 8163 450
2460 4873 164
203 8361 579
19 8109 61
219 8467 742
4974 9745 154
3145 1836 432
1122 8135 340
6440 198 172
636 5427 401
4919 3943 563
5720 2754 788
7884 2956 148
8814 2975 609
874 9545 75
1967 4519 171
3120 4015 6
4904 5137 492
243 7928 689
8415 8564 115
2815 9834 409
1729 5553 163
5516 9788 118
4016 8601 444
624 5827 989
2050 7793 859
9572 913 873
2577 2168 9
6420 2410 937
4108 7176 852
3575 6342 37
3335 4423 941
9497 6290 729
8615 305 681
3410 928 859
1398 9329 4
256 8900 916
3129 7828 435
7489 4247 844
9777 4707 372
6980 4633 713
4016 7967 487
2957 7464 777
1685 2430 433
1717 5839 713
7576 3589 41
7579 3844 941
4846 3324 768
4280 7165 367
2475 6941 73
7846 3921 705
5911 7936 671
8397 7244 486
3525 8928 915
8958 6997 106
1670 924 694
62 4854 889
7354 6051 213
6122 6682 729
1840 9156 21
5912 3354 941
4616 5616 229
7638 364 472
8124 3889 752
7390 9198 100
2495 7219 23
1188 7280 228
77 4634 278
8641 7107 959
721 8946 466
9741 4857 171
9034 5824 786
2614 9813 150
3437 7936 390
9540 1678 587
2639 4172 805
3013 1712 436
8240 8140 69
9517 3132 175
7475 3852 120
7293 3592 328
463 8977 503
5601 1590 316
4750 5027 603
491 4566 280
5429 3557 804
7585 6569 515
7020 4809 654
1089 677 785
8615 4504 988
5087 1796 579
6414 2258 908
9917 4210 497
3232 8959 523
7186 5801 441
6466 1229 997
6269 5165 917
4135 2185 725
3788 9625 754
2924 8239 257
5911 3325 52
8841 6091 661
748 6007 871
4245 5590 181
9119 9127 982
4911 5592 562
4259 8212 79
176 2346 263
7252 2485 239
5005 5408 477
7261 7670 154
7664 6511 596
325 3610 602
3547 4206 543
5727 9677 669
60 4587 613
1974 5198 824
9052 5373 522
4666 8976 6
9904 3981 766
9732 7593 787
2885 5257 297
8480 1933 259
6433 5479 464
6327 1205 140
5348 7617 79
6312 9590 276
9135 4993 1000
7008 9658 975
7366 9561 307
3131 9292 252
2917 8529 860
5566 3360 792
8176 6145 270
8639 8823 826
5131 4170 794
2561 481 383
8836 5968 727
3187 2975 384
6513 6692 944
3820 9822 588
1423 9091 468
4282 1008 827
9073 9183 323
5694 4173 146
9871 9303 315
1665 1863 148
9399 7050 115
2126 236 441
4509 6749 485
2805 6920 306
6744 4694 748
9211 8975 755
1389 8047 289
9712 92 462
6857 9962 764
4523 7978 979
2670 7377 380
3136 9502 968
2929 362 68
9413 3166 987
2070 9909 680
170 5471 6
2924 6860 404
7565 6571 495
26 9779 808
8141 4301 786
4471 6971 162
7851 106 663
7818 9386 376
885 8798 542
7223 7220 802
8254 7389 273
8259 6664 484
2662 4228 54
3508 605 832
4315 8746 132
3100 9568 454
9261 7418 912
1275 1587 297
3651 2471 447
5544 6045 666
3697 650 406
969 5260 69
7804 7921 297
4857 7780 901
8040 2095 998
5524 1546 566
9977 7159 335
7240 4785 922
3889 4787 744
9335 330 141
8352 379 790
4757 1347 50
7825 9151 322
1473 359 102
5726 4751 548
8723 274 93
7640 6602 603
3975 194 388
8248 4082 174
4991 9768 856
483 8119 234
273 9227 932
5322 3403 434
995 4876 145
4448 601 895
9995 5675 520
3440 9667 473
4042 9993 666
5781 8240 747
2307 9582 514
9162 65 984
2747 337 210
4030 2010 613
4464 9356 840
7960 3804 792
9854 3798 466
4725 3589 132
6197 3983 124
7863 9763 715
9961 2069 297
5475 7582 713
1810 6680 401
1020 7062 762
9984 1525 117
3823 5836 920
4614 5689 70
7431 6765 10
9915 2961 992
2390 823 107
3105 7136 527
9753 8962 461
6465 771 140
6217 8142 201
7978 8125 77
9094 8299 912
366 9264 952
1787 6695 716
6796 6609 677
5788 5350 851
894 4806 338
4420 4558 299
1880 7374 70
2372 3590 211
9924 7919 688
5353 7013 338
264 3730 602
3568 5516 296
3635 2311 256
6663 4450 605
514 1695 411
4203 2467 320
502 698 694
3923 3069 635
9133 9345 554
5172 4697 918
9510 1312 647
3111 4879 514
9758 8514 176
3013 5176 978
7969 2041 672
7731 6244 138
2051 6745 836
96 667 256
8082 6151 600
7635 7675 296
6904 3536 608
9902 6646 838
4767 2755 703
1943 2119 879
9920 87 271
5943 4170 514
4433 2572 610
3620 9019 628
5875 7100 131
3827 1087 157
6474 7990 692
433 4244 689
9271 9010 443
2973 7304 561
8203 3575 999
5474 9518 520
5339 3950 91
1949 7569 109
1928 9795 209
8058 9973 647
8214 6447 988
8257 6879 231
4945 2501 241
4387 1826 544
2299 28 119
6650 1853 988
5169 7192 289
6260 5492 209
2720 7419 3
6280 1829 976
926 6394 774
9914 1003 4
9496 5947 505
1736 6686 682
7632 8984 709
7102 1985 914
6089 7154 105
1729 9765 948
4937 8836 718
4291 5116 898
3618 2393 644
9391 2306 646
8395 1802 592
6251 9889 277
5932 3872 613
1992 7325 949
9905 9765 454
1361 1493 570
8308 6429 406
5378 720 873
4275 4337 265
5918 80 923
8563 8474 76
3507 4724 964
5135 655 188
2099 2646 512
1048 8903 277
3501 263 769
2071 8571 550
5828 3948 269
4700 4574 957
2316 492 36
2238 5406 861
313 5264 584
4629 399 590
2816 2497 588
8327 3544 490
9955 3397 752
6724 1819 674
6273 7646 973
2893 8697 547
3849 1012 390
1237 3250 147
7097 9914 411
4033 4542 809
7974 7357 657
4561 2036 201
50 1990 949
2154 5065 767
2827 1337 764
152 581 460
2050 782 471
791 2018 72
4937 5466 986
699 9498 527
507 7472 236
5516 8384 623
7716 8434 612
6016 6939 677
9782 6117 365
7545 6268 946
4004 4669 727
7826 5459 96
4898 396 561
1883 7446 411
9761 4305 234
4996 9820 969
8618 3887 754
582 9902 692
7610 9683 809
2326 3579 428
7623 3934 97
3701 1759 555
1796 3008 302
1709 1242 748
7471 1003 52
7056 2350 223
5024 7320 109
7778 4253 10
3821 8214 44
9629 539 622
4409 8162 907
7505 8214 665
2411 6362 25
7713 8070 266
6812 1892 620
215 5299 322
3437 322 993
545 4451 245
3906 4624 458
6949 604 348
9922 5012 509
6828 2516 723
1844 1279 84
9868 5343 505
5486 2154 748
2105 8720 46
3778 8508 719
2770 9052 522
6014 2957 145
3823 6257 748
2171 6178 760
5031 3005 627
6105 1200 257
3540 1068 599
9044 2905 104
9143 1361 823
4540 5139 330
259 7908 733
3132 274 41
628 4096 297
2375 6266 826
5486 7649 830
7465 3753 30
721 7293 449
9320 2688 353
6423 1831 713
8598 6370 203
2927 2980 111
9012 2463 736
8052 3090 831
9701 1817 449
7526 7302 97
4708 1118 201
6737 1839 493
2537 7510 181
1241 3932 363
4953 8881 732
156 8160 64
9618 7171 526
9353 1574 968
9535 1274 784
2335 8800 85
2783 3507 555
6984 6595 393
9008 6723 537
1370 1675 418
6454 8182 577
4517 4151 99
1394 3503 672
1361 9390 946
3144 1724 97
8581 4507 603
1487 1490 549
9879 9965 31
2132 8973 753
4668 6694 779
2437 3147 313
2013 4015 463
5111 5409 318
9783 3121 707
2080 2617 782
3176 7549 288
4130 9035 129
1678 5265 446
1060 3748 770
7164 4767 463
1294 7204 610
3606 9216 624
6421 679 384
9090 6813 505
1148 8892 121
4929 8419 21
9569 2548 55
5697 577 319
8142 7988 66
5911 1503 832
374 2796 387
7983 2754 955
5958 5526 633
9342 4615 797
5846 5762 40
1318 7042 458
4338 6610 357
6392 2307 285
62 448 624
7479 6359 126
9662 3084 921
9049 7418 26
4003 3375 551
5987 2716 165
4783 8561 278
8822 6230 672
7631 567 281
5339 3310 939
9975 9723 739
2598 7201 449
3075 6863 532
6347 5911 949
2373 6265 323
3923 2251 391
6440 7033 303
4717 2206 533
2740 6188 451
1021 7878 761
4311 7852 483
8049 6801 684
4497 9875 898
4028 6221 160
7328 4945 424
4003 8868 674
3393 5307 58
7695 6375 263
8227 9115 802
5678 6487 679
2790 797 882
3272 5198 682
7307 9694 908
4556 74 480
7715 7401 425
7138 1403 292
8811 4795 950
3868 2490 676
7482 7068 142
3635 2745 628
1313 5534 777
3194 5158 974
8227 8816 19
3134 3372 92
6966 1086 845
9390 8224 599
7033 3386 746
9982 7254 587
5657 1087 654
3151 4722 751
7130 2386 284
1906 1932 793
8231 158 609
602 9644 332
3045 6609 417
2889 2350 992
6840 9382 378
5585 5715 983
3171 1371 421
7824 873 142
7926 8003 880
3562 9908 811
4354 4491 320
314 1444 315
5997 4488 275
6414 3729 624
7757 568 5
6134 2504 71
4468 5674 794
3889 9849 666
4382 7775 668
7261 7688 928
8423 2041 418
6095 8707 213
3409 4703 700
36 7468 428
2659 5225 347
1016 7710 850
5086 2178 875
6879 6066 76
9545 6799 202
6564 412 889
3491 8834 281
1260 1280 987
472 4689 690
4172 1076 509
7951 3734 733
2298 1101 443
5499 2539 972
4374 5769 37
5801 1665 187
5002 8229 598
1890 8071 784
7170 9331 63
7509 6154 103
2550 325 178
5058 4628 264
2791 3277 364
4585 8775 254
8556 9500 23
4944 5300 687
8130 6653 267
8080 8542 338
6863 2064 668
6925 9572 173
8028 8473 498
6557 3530 477
8820 2672 753
8536 7256 879
789 5811 731
5163 7106 382
1202 1588 35
1820 9667 928
4157 6529 343
2176 9805 266
6349 7832 738
7198 741 268
9026 9560 939
7778 8095 547
8008 5236 709
4090 6750 815
5472 7951 754
9858 9771 420
9137 279 300
480 2455 104
7745 5155 288
9835 2352 28
5454 1377 587
7392 5506 34
9290 9865 269
6999 307 370
8165 5778 321
918 1987 443
3337 1123 721
8636 7954 527
3739 2051 681
3026 1885 384
9405 7338 112
8992 1081 969
3025 371 834
8645 7369 140
1014 1885 269
7686 2802 607
480 6138 729
7201 1125 35
9079 1215 85
9760 4241 969
5495 3645 658
2607 8988 738
1575 8364 460
6760 3360 180
5899 726 64
3519 4763 865
3125 5243 2
206 2443 478
5240 7873 693
2324 7632 285
7644 3127 281
301 2085 269
390 3659 984
850 419 344
5029 2669 421
1093 2540 183
6309 5664 425
7663 2221 219
140 7460 92
3832 6135 75
4468 130 553
8749 6782 637
8369 7172 648
2704 4373 418
399 5753 438
8819 3197 977
2002 9506 993
6778 3520 213
3997 3659 25
5440 3843 159
4514 8310 641
3067 3410 422
55 8130 945
702 834 669
4471 1232 774
909 51 970
9885 8404 827
877 5181 346
442 5529 357
7466 968 199
6976 5482 860
6616 4900 622
9390 4954 751
9334 2008 936
6355 6478 168
9128 3738 570
5097 3623 325
3276 851 505
8621 1292 386
3977 5109 353
9527 2085 186
9739 8700 85
3360 8089 391
1462 3775 398
398 129 227
6917 9256 965
9838 704 939
1162 3979 789
4018 8952 433
2403 9280 893
8108 8807 977
9293 4897 29
5378 8256 469
2768 9717 595
8517 6466 723
743 3382 330
3059 9571 34
8997 7084 364
2138 1102 667
2922 9856 947
8814 7963 105
6791 7256 1
6171 8985 256
3639 1752 324
1234 6620 142
5308 3714 523
8638 6773 446
9023 5769 529
9738 4258 982
9405 7179 190
8351 2345 152
8807 5487 759
7807 1657 95
1414 1647 846
4737 2880 817
7230 4540 531
3105 9529 303
8550 8551 423
1078 4640 33
7412 4044 211
3601 8746 907
4104 7552 393
8215 1710 49
1309 3123 696
2507 4212 927
323 1441 466
1853 4545 994
6507 9446 896
6930 6876 888
